order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status,order_day,order_month,shipping_cost_per_kg,delivery_variance_days,delivery_performance
ORD-024248,2026-06-12,CUS-005607,Consumer,Vancouver,Canada,WH-004,Toronto,Office Supplies,2.13,79.24,Express,PrimeDelivery,1334.0,3,2,Delivered,No,0,74.6,Large,Credit Card,Urgent,Clear,4,No,Not returned,1,1.3,Delivered,Friday,6,35.02347417840375,-1,Early
ORD-024249,2026-10-07,CUS-005514,Consumer,Delhi,India,WH-003,Chicago,Toys,0.99,52.01,International,ParcelPro,5145.4,13,15,Delivered,Yes,2,340.08,Medium,Digital Wallet,Normal,Cloudy,2,No,Not returned,1,29.2,Delivered,Wednesday,10,343.5151515151515,2,Delayed
ORD-024250,2026-04-04,CUS-002515,Consumer,Sheffield,United Kingdom,WH-002,Los Angeles,Grocery,4.91,162.57,Express,ParcelPro,1898.8,3,3,Delivered,No,0,101.44,Large,PayPal,High,Clear,5,No,Not returned,1,3.9,Delivered,Saturday,4,20.65987780040733,0,On-time
ORD-024251,2026-06-22,CUS-003704,Enterprise,Calgary,Canada,WH-003,Chicago,Electronics,4.23,16.21,Express,EagleCourier,2738.8,3,3,Delivered,No,0,169.61,Large,Debit Card,Normal,Cloudy,4,No,Not returned,1,27.4,Delivered,Monday,6,40.09692671394799,0,On-time
ORD-024252,2026-08-25,CUS-003234,Small Business,Manchester,United Kingdom,WH-003,Chicago,Office Supplies,1.29,10.78,International,SwiftShip,516.3,10,10,Delivered,No,0,65.93,Large,Cash on Delivery,Normal,Clear,3,No,Not returned,1,13.0,Delivered,Tuesday,8,51.10852713178295,0,On-time
ORD-024253,2026-07-11,CUS-003571,Consumer,Chicago,United States,WH-007,Paris,Electronics,5.12,10.48,International,GlobalExpress,5064.1,13,12,Delivered,No,0,378.44,Large,Digital Wallet,High,Clear,4,Yes,Not as Described,1,11.1,Delivered,Saturday,7,73.9140625,-1,Early
ORD-024254,2026-06-12,CUS-004580,Small Business,Calgary,Canada,WH-003,Chicago,Electronics,7.08,1098.45,Economy,ParcelPro,347.2,8,10,Delivered,Yes,2,17.74,Large,Cash on Delivery,Normal,Extreme Heat,3,No,Not returned,1,11.1,Delivered,Friday,6,2.505649717514124,2,Delayed
ORD-024255,2026-02-01,CUS-005473,Consumer,Montreal,Canada,WH-003,Chicago,Electronics,6.55,12.23,Economy,EagleCourier,1147.0,9,14,Delivered,Yes,5,37.51,Large,PayPal,Normal,Storm,2,No,Not returned,1,7.7,Delivered,Sunday,2,5.7267175572519085,5,Delayed
ORD-024256,2026-03-05,CUS-006051,Consumer,Austin,United States,WH-010,Singapore,Grocery,2.75,86.15,Standard,PrimeDelivery,2851.2,6,7,Delivered,Yes,1,103.92,Large,Cash on Delivery,Low,Cloudy,3,No,Not returned,1,34.5,Delivered,Thursday,3,37.78909090909091,1,Delayed
ORD-024257,2026-10-12,CUS-000921,Consumer,Glasgow,United Kingdom,WH-001,New York,Fashion,1.17,82.36,Express,PrimeDelivery,1476.2,3,4,Delivered,Yes,1,57.87,Medium,Credit Card,Low,Rain,2,No,Not returned,2,40.6,Delivered,Monday,10,49.46153846153846,1,Delayed
ORD-024258,2026-11-21,CUS-002584,Consumer,Salvador,Brazil,WH-003,Chicago,Electronics,4.63,637.97,Economy,GlobalExpress,86.2,8,11,Delivered,Yes,3,9.73,Large,Cash on Delivery,Low,Clear,3,No,Not returned,1,44.9,Delivered,Saturday,11,2.101511879049676,3,Delayed
ORD-024259,2026-09-03,CUS-005899,Consumer,Naples,Italy,WH-006,Berlin,Sports & Fitness,0.1,18.71,Express,EagleCourier,2619.6,3,4,In Transit,Yes,1,78.78,Small,Bank Transfer,Normal,Rain,2,No,Not returned,1,14.1,In Transit,Thursday,9,787.8,1,Delayed
ORD-024260,2026-12-12,CUS-001644,Enterprise,San Diego,United States,WH-003,Chicago,Electronics,2.38,1662.47,Standard,FastTrack Logistics,2233.7,5,7,In Transit,Yes,2,82.9,Large,Bank Transfer,Low,Extreme Heat,3,No,Not returned,1,7.4,In Transit,Saturday,12,34.831932773109244,2,Delayed
ORD-024261,2026-09-14,CUS-004919,Enterprise,Singapore,Singapore,WH-002,Los Angeles,Automotive,17.91,280.4,International,BlueRoute,5559.3,13,20,Delivered,Yes,7,500.0,Oversized,Debit Card,Low,Storm,2,No,Not returned,1,17.7,Delivered,Monday,9,27.917364600781685,7,Delayed
ORD-024262,2026-06-05,CUS-005830,Enterprise,Singapore,Singapore,WH-002,Los Angeles,Grocery,3.04,147.61,International,GlobalExpress,486.0,10,10,Delivered,No,0,50.17,Large,Credit Card,Normal,Cloudy,3,No,Not returned,1,5.8,Delivered,Friday,6,16.503289473684212,0,On-time
ORD-024263,2026-09-21,CUS-005259,Small Business,Singapore,Singapore,WH-006,Berlin,Grocery,0.1,91.38,International,EagleCourier,4223.7,12,14,Delivered,Yes,2,196.59,Small,Digital Wallet,High,Cloudy,4,No,Not returned,1,14.0,Delivered,Monday,9,1965.8999999999999,2,Delayed
ORD-024264,2026-06-18,CUS-001096,Consumer,Sharjah,United Arab Emirates,WH-008,Sydney,Electronics,7.36,197.13,International,SwiftShip,6763.5,13,15,Delivered,Yes,2,500.0,Large,Credit Card,High,Rain,3,No,Not returned,1,4.1,Delivered,Thursday,6,67.93478260869566,2,Delayed
ORD-024265,2026-06-30,CUS-002566,Consumer,Los Angeles,United States,WH-006,Berlin,Books,0.43,10.0,Standard,FastTrack Logistics,1517.2,5,5,Delivered,No,0,36.31,Small,Debit Card,High,Rain,4,No,Not returned,2,6.2,Delivered,Tuesday,6,84.44186046511629,0,On-time
ORD-024266,2026-01-13,CUS-001299,Enterprise,Vancouver,Canada,WH-004,Toronto,Pet Supplies,0.1,76.71,Express,EagleCourier,2356.5,3,3,Delivered,No,0,81.56,Small,Debit Card,High,Rain,4,No,Not returned,1,5.9,Delivered,Tuesday,1,815.6,0,On-time
ORD-024267,2026-04-01,CUS-003854,Consumer,Yokohama,Japan,WH-002,Los Angeles,Beauty,0.1,11.03,International,SpeedyCargo,4466.6,12,14,Delivered,Yes,2,234.23,Small,PayPal,Normal,Rain,4,Yes,Changed Mind,1,21.2,Delivered,Wednesday,4,2342.2999999999997,2,Delayed
ORD-024268,2026-07-14,CUS-005440,Small Business,Dusseldorf,Germany,WH-001,New York,Toys,1.11,11.28,International,PrimeDelivery,2072.9,11,17,Delayed,Yes,6,121.2,Medium,Credit Card,Low,Snow,2,No,Not returned,1,44.7,Exception,Tuesday,7,109.18918918918918,6,Delayed
ORD-024269,2026-09-06,CUS-003892,Small Business,Islamabad,Pakistan,WH-008,Sydney,Toys,1.28,92.3,International,FastTrack Logistics,2898.3,11,9,Delivered,No,0,170.34,Medium,Debit Card,High,Cloudy,4,No,Not returned,1,11.4,Delivered,Sunday,9,133.078125,-2,Early
ORD-024270,2026-09-21,CUS-003634,Consumer,Delhi,India,WH-001,New York,Fashion,0.48,22.77,International,BlueRoute,6268.2,13,19,Delivered,Yes,6,332.82,Small,Digital Wallet,High,Storm,3,No,Not returned,2,11.9,Delivered,Monday,9,693.375,6,Delayed
ORD-024271,2026-08-04,CUS-002999,Small Business,Leipzig,Germany,WH-003,Chicago,Health & Personal Care,0.51,84.73,Same Day,PrimeDelivery,786.1,1,1,Delivered,No,0,63.24,Medium,PayPal,Normal,Rain,3,No,Not returned,2,7.9,Delivered,Tuesday,8,124.0,0,On-time
ORD-024272,2026-07-18,CUS-003270,Small Business,Pune,India,WH-007,Paris,Electronics,4.78,615.42,Express,BlueRoute,7246.9,5,7,Delivered,Yes,2,409.7,Large,Debit Card,Urgent,Rain,3,No,Not returned,1,5.1,Delivered,Saturday,7,85.7112970711297,2,Delayed
ORD-024273,2026-12-19,CUS-004828,Consumer,Houston,United States,WH-002,Los Angeles,Health & Personal Care,0.35,31.78,International,BlueRoute,3983.3,12,14,Delivered,Yes,2,169.32,Small,Credit Card,Normal,Clear,3,No,Not returned,2,8.3,Delivered,Saturday,12,483.7714285714286,2,Delayed
ORD-024274,2026-09-22,CUS-004477,Consumer,Winnipeg,Canada,WH-003,Chicago,Grocery,1.59,95.62,Standard,SpeedyCargo,1326.0,5,5,Delivered,No,0,38.2,Medium,Debit Card,Normal,Clear,4,No,Not returned,1,6.9,Delivered,Tuesday,9,24.0251572327044,0,On-time
ORD-024275,2026-01-18,CUS-004179,Consumer,Calgary,Canada,WH-010,Singapore,Home & Kitchen,4.12,351.52,International,GlobalExpress,4064.6,12,14,Delivered,Yes,2,412.76,Oversized,Digital Wallet,High,Extreme Heat,3,No,Not returned,2,3.5,Delivered,Sunday,1,100.18446601941747,2,Delayed
ORD-024276,2026-09-14,CUS-000960,Consumer,Philadelphia,United States,WH-001,New York,Beauty,0.81,60.06,Express,FastTrack Logistics,686.3,2,2,Delivered,No,0,33.69,Medium,Debit Card,High,Rain,4,No,Not returned,1,5.2,Delivered,Monday,9,41.59259259259259,0,On-time
ORD-024277,2026-04-15,CUS-001284,Enterprise,Brasilia,Brazil,WH-007,Paris,Office Supplies,0.82,58.33,Standard,ParcelPro,4242.8,7,8,Delivered,Yes,1,136.18,Medium,Debit Card,Normal,Cloudy,2,No,Not returned,1,3.1,Delivered,Wednesday,4,166.07317073170734,1,Delayed
ORD-024278,2026-11-29,CUS-002952,Consumer,Liverpool,United Kingdom,WH-006,Berlin,Beauty,0.52,94.41,Standard,EagleCourier,2106.8,5,7,Delivered,Yes,2,75.38,Large,Credit Card,Normal,Snow,2,No,Not returned,1,3.2,Delivered,Sunday,11,144.96153846153845,2,Delayed
ORD-024279,2026-11-21,CUS-003208,Consumer,New York,United States,WH-003,Chicago,Automotive,8.98,789.84,Standard,BlueRoute,4241.2,7,8,Delivered,Yes,1,187.28,Large,Debit Card,High,Extreme Heat,3,Yes,Late Delivery,1,6.7,Delivered,Saturday,11,20.85523385300668,1,Delayed
ORD-024280,2026-08-04,CUS-000515,Consumer,Los Angeles,United States,WH-009,Dubai,Grocery,1.64,11.49,International,EagleCourier,1263.0,11,10,Delivered,No,0,83.78,Medium,PayPal,Urgent,Rain,5,No,Not returned,2,2.1,Delivered,Tuesday,8,51.08536585365854,-1,Early
ORD-024281,2026-05-04,CUS-005725,Consumer,Dallas,United States,WH-008,Sydney,Grocery,0.7,73.18,International,SpeedyCargo,3958.0,12,12,Delivered,No,0,246.8,Medium,Credit Card,High,Clear,4,No,Not returned,1,4.7,Delivered,Monday,5,352.5714285714286,0,On-time
ORD-024282,2026-11-11,CUS-006121,Consumer,Sharjah,United Arab Emirates,WH-001,New York,Electronics,4.74,22.31,International,BlueRoute,4576.1,12,15,Delivered,Yes,3,366.26,Large,PayPal,Normal,Clear,2,No,Not returned,1,24.4,Delivered,Wednesday,11,77.27004219409282,3,Delayed
ORD-024283,2026-04-29,CUS-001319,Small Business,Manchester,United Kingdom,WH-008,Sydney,Grocery,0.66,89.05,Express,FastTrack Logistics,2100.7,3,4,Delivered,Yes,1,83.39,Medium,Credit Card,High,Snow,4,No,Not returned,1,14.4,Delivered,Wednesday,4,126.34848484848484,1,Delayed
ORD-024284,2026-10-29,CUS-003880,Enterprise,Leeds,United Kingdom,WH-004,Toronto,Grocery,0.36,72.25,Standard,SpeedyCargo,2396.6,6,5,Delivered,No,0,54.38,Small,Credit Card,High,Cloudy,4,No,Not returned,1,5.2,Delivered,Thursday,10,151.05555555555557,-1,Early
ORD-024285,2026-05-09,CUS-000452,Consumer,Tokyo,Japan,WH-001,New York,Electronics,5.56,328.27,Standard,FastTrack Logistics,5725.9,8,11,Delivered,Yes,3,255.74,Large,Bank Transfer,Normal,Rain,4,No,Not returned,1,18.6,Delivered,Saturday,5,45.99640287769785,3,Delayed
ORD-024286,2026-06-02,CUS-004507,Consumer,Montpellier,France,WH-001,New York,Home & Kitchen,0.59,201.19,Standard,EagleCourier,666.4,4,4,Delivered,No,0,22.85,Medium,PayPal,Normal,Cloudy,4,No,Not returned,1,5.4,Delivered,Tuesday,6,38.72881355932204,0,On-time
ORD-024287,2026-12-03,CUS-006347,Consumer,Chicago,United States,WH-005,London,Toys,1.19,18.18,International,SwiftShip,4065.4,12,16,Delayed,Yes,4,257.91,Medium,PayPal,Low,Clear,2,No,Not returned,3,17.5,Exception,Thursday,12,216.73109243697482,4,Delayed
ORD-024288,2026-03-22,CUS-004224,Enterprise,Lahore,Pakistan,WH-001,New York,Electronics,2.27,18.76,International,PrimeDelivery,6866.4,13,20,Delivered,Yes,7,500.0,Large,Bank Transfer,High,Storm,2,Yes,Late Delivery,1,15.0,Delivered,Sunday,3,220.26431718061673,7,Delayed
ORD-024289,2026-06-06,CUS-004318,Small Business,Chicago,United States,WH-006,Berlin,Sports & Fitness,1.41,102.45,International,SwiftShip,2504.7,11,11,Delivered,No,0,166.61,Large,Debit Card,High,Extreme Heat,5,No,Not returned,1,8.1,Delivered,Saturday,6,118.1631205673759,0,On-time
ORD-024290,2026-11-03,CUS-003644,Consumer,The Hague,Netherlands,WH-007,Paris,Automotive,27.8,631.85,Express,PrimeDelivery,101.1,2,2,Delivered,No,0,76.17,Oversized,PayPal,Normal,Extreme Heat,4,No,Not returned,1,26.2,Delivered,Tuesday,11,2.7399280575539566,0,On-time
ORD-024291,2026-07-07,CUS-003165,Consumer,Tokyo,Japan,WH-005,London,Pet Supplies,0.1,36.12,International,GlobalExpress,1282.2,11,14,Delivered,Yes,3,64.19,Small,Credit Card,Normal,Clear,2,No,Not returned,1,12.6,Delivered,Tuesday,7,641.9,3,Delayed
ORD-024292,2026-10-29,CUS-000952,Consumer,Dallas,United States,WH-002,Los Angeles,Health & Personal Care,0.1,30.29,Economy,ParcelPro,4556.3,11,11,Delivered,No,0,82.94,Small,Debit Card,High,Cloudy,4,No,Not returned,1,9.4,Delivered,Thursday,10,829.4,0,On-time
ORD-024293,2026-07-20,CUS-003235,Consumer,Calgary,Canada,WH-008,Sydney,Toys,1.01,41.7,Express,FastTrack Logistics,1086.7,3,4,Delivered,Yes,1,54.38,Medium,Credit Card,Low,Cloudy,2,Yes,Wrong Item,1,33.4,Delivered,Monday,7,53.84158415841584,1,Delayed
ORD-024294,2026-05-14,CUS-001955,Small Business,Sapporo,Japan,WH-002,Los Angeles,Books,0.16,13.04,Same Day,EagleCourier,1171.8,1,1,Delivered,No,0,62.07,Small,Digital Wallet,Normal,Snow,5,Yes,Not as Described,1,20.9,Delivered,Thursday,5,387.9375,0,On-time
ORD-024295,2026-07-03,CUS-003497,Consumer,Madrid,Spain,WH-001,New York,Fashion,0.97,57.38,Express,PrimeDelivery,798.5,2,2,Delivered,No,0,42.08,Medium,Debit Card,Normal,Clear,4,No,Not returned,1,25.7,Delivered,Friday,7,43.381443298969074,0,On-time
ORD-024296,2026-09-15,CUS-003464,Consumer,Chicago,United States,WH-002,Los Angeles,Fashion,0.31,10.0,Express,FastTrack Logistics,2610.3,3,4,Delivered,Yes,1,93.59,Small,PayPal,Normal,Clear,2,Yes,Damaged Package,1,21.8,Delivered,Tuesday,9,301.90322580645164,1,Delayed
ORD-024297,2026-07-26,CUS-000882,Consumer,Nantes,France,WH-008,Sydney,Toys,0.79,10.0,Same Day,BlueRoute,1947.1,2,2,Delivered,No,0,123.18,Medium,Debit Card,Low,Extreme Heat,4,No,Not returned,2,14.8,Delivered,Sunday,7,155.9240506329114,0,On-time
ORD-024298,2026-08-06,CUS-001815,Small Business,Ahmedabad,India,WH-001,New York,Home & Kitchen,8.67,13.22,International,SwiftShip,6196.4,13,22,Delivered,Yes,9,500.0,Large,Debit Card,Low,Snow,2,No,Not returned,1,41.6,Delivered,Thursday,8,57.67012687427913,9,Delayed
ORD-024299,2026-02-01,CUS-004359,Small Business,San Diego,United States,WH-009,Dubai,Grocery,2.87,75.3,International,PrimeDelivery,1509.2,11,11,Delivered,No,0,113.25,Large,Credit Card,Normal,Cloudy,4,No,Not returned,1,16.1,Delivered,Sunday,2,39.45993031358885,0,On-time
ORD-024300,2026-12-10,CUS-005438,Consumer,Melbourne,Australia,WH-006,Berlin,Fashion,0.85,26.78,Standard,EagleCourier,535.1,4,4,Delivered,No,0,29.07,Large,Bank Transfer,High,Clear,4,No,Not returned,2,10.2,Delivered,Thursday,12,34.2,0,On-time
ORD-024301,2026-09-28,CUS-000243,Small Business,Stuttgart,Germany,WH-001,New York,Home & Kitchen,0.1,212.05,Standard,GlobalExpress,1409.7,5,8,Delivered,Yes,3,34.43,Small,Credit Card,Low,Rain,3,No,Not returned,1,42.5,Delivered,Monday,9,344.29999999999995,3,Delayed
ORD-024302,2026-12-10,CUS-005433,Small Business,Nantes,France,WH-005,London,Fashion,1.37,126.43,Standard,GlobalExpress,1601.5,5,5,Delayed,No,0,54.9,Large,Digital Wallet,Normal,Clear,4,No,Not returned,3,28.0,In Transit,Thursday,12,40.07299270072992,0,On-time
ORD-024303,2026-11-20,CUS-000128,Consumer,Gold Coast,Australia,WH-002,Los Angeles,Electronics,0.1,11.28,Express,SwiftShip,3842.0,4,4,In Transit,No,0,138.0,Small,Credit Card,High,Cloudy,4,No,Not returned,2,11.2,In Transit,Friday,11,1380.0,0,On-time
ORD-024304,2026-03-10,CUS-001645,Enterprise,Los Angeles,United States,WH-006,Berlin,Automotive,0.1,27.43,Standard,BlueRoute,1390.3,5,5,Delivered,No,0,34.01,Small,Cash on Delivery,Urgent,Storm,4,No,Not returned,1,1.2,Delivered,Tuesday,3,340.09999999999997,0,On-time
ORD-024305,2026-10-10,CUS-001666,Consumer,Faisalabad,Pakistan,WH-007,Paris,Home & Kitchen,8.84,39.84,Economy,SpeedyCargo,3880.7,10,9,Delivered,No,0,117.21,Large,Debit Card,High,Clear,4,No,Not returned,2,10.1,Delivered,Saturday,10,13.259049773755656,-1,Early
ORD-024306,2026-11-15,CUS-003905,Small Business,Phoenix,United States,WH-001,New York,Toys,1.13,15.73,International,EagleCourier,5026.6,13,13,Delivered,No,0,308.12,Medium,Credit Card,Normal,Extreme Heat,4,No,Not returned,2,25.2,Delivered,Sunday,11,272.67256637168146,0,On-time
ORD-024307,2026-01-25,CUS-002635,Premium,Turin,Italy,WH-008,Sydney,Grocery,0.56,146.27,International,BlueRoute,1805.2,11,10,Delivered,No,0,97.81,Medium,Digital Wallet,High,Extreme Heat,4,No,Not returned,1,9.4,Delivered,Sunday,1,174.66071428571428,-1,Early
ORD-024308,2026-05-04,CUS-005249,Consumer,Ahmedabad,India,WH-002,Los Angeles,Books,0.49,10.0,International,SwiftShip,3514.6,12,13,Delivered,Yes,1,177.49,Small,Bank Transfer,High,Clear,2,No,Not returned,1,12.4,Delivered,Monday,5,362.2244897959184,1,Delayed
ORD-024309,2026-04-16,CUS-002628,Consumer,Canberra,Australia,WH-003,Chicago,Toys,0.27,10.83,International,FastTrack Logistics,2656.7,11,13,Delivered,Yes,2,106.08,Small,Debit Card,Urgent,Rain,3,No,Not returned,1,1.4,Delivered,Thursday,4,392.88888888888886,2,Delayed
ORD-024310,2026-02-05,CUS-000210,Consumer,Ottawa,Canada,WH-007,Paris,Electronics,1.26,264.69,International,SwiftShip,2343.5,11,15,Delivered,Yes,4,135.02,Medium,Cash on Delivery,Low,Rain,3,No,Not returned,1,40.5,Delivered,Thursday,2,107.15873015873017,4,Delayed
ORD-024311,2026-11-26,CUS-002667,Small Business,Berlin,Germany,WH-010,Singapore,Fashion,0.1,248.69,Standard,FastTrack Logistics,2529.0,6,8,Delivered,Yes,2,55.36,Small,Debit Card,Low,Storm,3,No,Not returned,2,40.8,Delivered,Thursday,11,553.5999999999999,2,Delayed
ORD-024312,2026-08-29,CUS-000795,Consumer,Barcelona,Spain,WH-007,Paris,Automotive,0.1,428.58,International,BlueRoute,1383.1,11,13,Delivered,Yes,2,59.99,Small,Credit Card,Normal,Rain,3,No,Not returned,1,28.0,Delivered,Saturday,8,599.9,2,Delayed
ORD-024313,2026-03-02,CUS-000501,Consumer,San Diego,United States,WH-003,Chicago,Automotive,10.09,321.19,International,SwiftShip,1413.7,11,9,Delivered,No,0,171.65,Oversized,Credit Card,High,Extreme Heat,3,No,Not returned,1,12.2,Delivered,Monday,3,17.01189296333003,-2,Early
ORD-024314,2026-05-25,CUS-005542,Consumer,Perth,Australia,WH-002,Los Angeles,Office Supplies,0.89,10.0,Express,EagleCourier,4274.2,4,6,In Transit,Yes,2,200.29,Medium,Credit Card,High,Extreme Heat,4,Yes,Late Delivery,1,14.3,In Transit,Monday,5,225.04494382022472,2,Delayed
ORD-024315,2026-01-19,CUS-003157,Small Business,Houston,United States,WH-010,Singapore,Electronics,2.59,1644.2,International,ParcelPro,1990.6,11,12,Delivered,Yes,1,152.4,Large,Credit Card,Normal,Clear,3,No,Not returned,1,21.5,Delivered,Monday,1,58.84169884169885,1,Delayed
ORD-024316,2026-08-30,CUS-001578,Consumer,Rotterdam,Netherlands,WH-004,Toronto,Toys,0.32,29.73,Standard,BlueRoute,1299.4,5,5,Delivered,No,0,31.44,Small,Debit Card,High,Cloudy,4,No,Not returned,1,13.5,Delivered,Sunday,8,98.25,0,On-time
ORD-024317,2026-07-02,CUS-006093,Consumer,Marseille,France,WH-002,Los Angeles,Electronics,3.83,135.79,Express,PrimeDelivery,1214.4,3,2,Delivered,No,0,72.44,Large,Cash on Delivery,High,Clear,4,No,Not returned,1,10.9,Delivered,Thursday,7,18.913838120104437,-1,Early
ORD-024318,2026-01-28,CUS-003169,Enterprise,Singapore,Singapore,WH-001,New York,Automotive,7.77,615.95,Standard,SpeedyCargo,4558.2,7,7,Delivered,No,0,202.95,Large,Credit Card,High,Clear,4,No,Not returned,2,10.7,Delivered,Wednesday,1,26.11969111969112,0,On-time
ORD-024319,2026-03-13,CUS-001867,Small Business,Dallas,United States,WH-003,Chicago,Beauty,0.31,78.24,Express,PrimeDelivery,1756.9,3,3,Delivered,No,0,68.88,Medium,PayPal,Normal,Clear,4,No,Not returned,2,19.8,Delivered,Friday,3,222.19354838709677,0,On-time
ORD-024320,2026-11-10,CUS-003817,Small Business,New York,United States,WH-002,Los Angeles,Books,0.44,38.88,Standard,FastTrack Logistics,4424.3,7,8,Delivered,Yes,1,102.27,Small,Credit Card,Normal,Cloudy,2,Yes,Damaged Package,1,18.7,Delivered,Tuesday,11,232.43181818181816,1,Delayed
ORD-024321,2026-01-11,CUS-000093,Consumer,Lahore,Pakistan,WH-002,Los Angeles,Toys,0.48,63.1,Standard,FastTrack Logistics,3903.7,7,7,Delivered,No,0,100.33,Small,Debit Card,Normal,Cloudy,5,No,Not returned,1,26.8,Delivered,Sunday,1,209.02083333333334,0,On-time
ORD-024322,2026-02-22,CUS-000323,Premium,Philadelphia,United States,WH-002,Los Angeles,Books,0.1,15.88,Standard,FastTrack Logistics,989.0,5,7,Delivered,Yes,2,24.84,Small,Digital Wallet,Normal,Storm,2,Yes,Changed Mind,1,13.7,Delivered,Sunday,2,248.39999999999998,2,Delayed
ORD-024323,2026-06-29,CUS-006251,Consumer,Chicago,United States,WH-008,Sydney,Sports & Fitness,0.52,44.87,International,SwiftShip,4007.7,12,16,Delivered,Yes,4,241.14,Medium,Credit Card,Normal,Storm,2,No,Not returned,2,8.9,Delivered,Monday,6,463.73076923076917,4,Delayed
ORD-024324,2026-04-08,CUS-006258,Small Business,San Antonio,United States,WH-005,London,Sports & Fitness,0.1,32.23,Express,ParcelPro,788.9,2,2,Delivered,No,0,34.24,Small,PayPal,High,Rain,4,No,Not returned,1,9.9,Delivered,Wednesday,4,342.4,0,On-time
ORD-024325,2026-08-29,CUS-004426,Consumer,Canberra,Australia,WH-006,Berlin,Office Supplies,1.23,46.17,Standard,GlobalExpress,1217.7,5,7,Delivered,Yes,2,53.3,Large,Credit Card,High,Snow,2,No,Not returned,1,4.7,Delivered,Saturday,8,43.33333333333333,2,Delayed
ORD-024326,2026-03-16,CUS-002922,Consumer,New York,United States,WH-006,Berlin,Sports & Fitness,2.53,32.65,Standard,EagleCourier,2324.8,6,6,In Transit,No,0,87.84,Large,Credit Card,Low,Cloudy,3,No,Not returned,1,29.8,In Transit,Monday,3,34.71936758893281,0,On-time
ORD-024327,2026-05-24,CUS-002737,Consumer,Delhi,India,WH-009,Dubai,Fashion,1.07,154.79,International,FastTrack Logistics,6448.8,13,15,Delivered,Yes,2,441.8,Medium,Credit Card,Low,Cloudy,4,No,Not returned,1,27.9,Delivered,Sunday,5,412.8971962616822,2,Delayed
ORD-024328,2026-07-21,CUS-005805,Consumer,Hobart,Australia,WH-001,New York,Toys,1.56,138.88,Express,SpeedyCargo,1832.5,3,3,Delivered,No,0,81.66,Medium,Digital Wallet,Normal,Clear,3,No,Not returned,1,12.0,Delivered,Tuesday,7,52.34615384615384,0,On-time
ORD-024329,2026-12-28,CUS-001036,Small Business,Utrecht,Netherlands,WH-002,Los Angeles,Beauty,0.33,82.32,Economy,SwiftShip,2019.8,9,8,Delivered,No,0,28.72,Small,Debit Card,Normal,Clear,5,No,Not returned,1,9.9,Delivered,Monday,12,87.03030303030302,-1,Early
ORD-024330,2026-06-27,CUS-005990,Consumer,San Antonio,United States,WH-003,Chicago,Books,0.36,68.59,Economy,SpeedyCargo,3824.8,10,13,Delivered,Yes,3,61.27,Small,PayPal,Normal,Rain,4,No,Not returned,2,19.8,Delivered,Saturday,6,170.19444444444446,3,Delayed
ORD-024331,2026-03-26,CUS-000406,Consumer,Montreal,Canada,WH-005,London,Beauty,0.1,78.3,Standard,BlueRoute,3868.7,7,8,Delivered,Yes,1,82.13,Small,Cash on Delivery,High,Clear,4,No,Not returned,1,4.8,Delivered,Thursday,3,821.3,1,Delayed
ORD-024332,2026-11-30,CUS-001165,Premium,Dallas,United States,WH-007,Paris,Pet Supplies,6.2,129.39,International,ParcelPro,3056.2,12,11,Delivered,No,0,221.72,Large,Credit Card,Urgent,Rain,5,No,Not returned,1,4.5,Delivered,Monday,11,35.76129032258064,-1,Early
ORD-024333,2026-07-23,CUS-001968,Consumer,Brasilia,Brazil,WH-009,Dubai,Health & Personal Care,0.46,25.89,Standard,EagleCourier,2574.6,6,7,Delivered,Yes,1,55.61,Small,Debit Card,High,Storm,3,No,Not returned,2,12.6,Delivered,Thursday,7,120.89130434782608,1,Delayed
ORD-024334,2026-01-06,CUS-000466,Consumer,Austin,United States,WH-006,Berlin,Fashion,1.37,11.83,Express,PrimeDelivery,1934.8,3,3,Delivered,No,0,82.95,Medium,Cash on Delivery,High,Cloudy,4,No,Not returned,1,14.1,Delivered,Tuesday,1,60.54744525547445,0,On-time
ORD-024335,2026-08-05,CUS-000747,Consumer,The Hague,Netherlands,WH-002,Los Angeles,Office Supplies,0.1,54.57,Standard,BlueRoute,1989.0,5,6,Delivered,Yes,1,41.72,Small,Credit Card,High,Storm,1,No,Not returned,1,9.9,Delivered,Wednesday,8,417.2,1,Delayed
ORD-024336,2026-11-29,CUS-003983,Consumer,Riyadh,Saudi Arabia,WH-004,Toronto,Fashion,1.39,65.57,Same Day,BlueRoute,1978.7,2,2,Delivered,No,0,143.66,Medium,Bank Transfer,High,Cloudy,4,No,Not returned,2,14.5,Delivered,Sunday,11,103.35251798561151,0,On-time
ORD-024337,2026-06-10,CUS-002794,Premium,San Diego,United States,WH-007,Paris,Automotive,0.7,510.31,Economy,PrimeDelivery,4356.2,11,9,Delivered,No,0,96.66,Medium,Debit Card,Urgent,Clear,4,No,Not returned,1,2.9,Delivered,Wednesday,6,138.0857142857143,-2,Early
